,Master,Sub.plate,Treatment,Strain,OD,Read,Time
2183,2,1,Basal,707477,0.2645,5,5.52362341
2184,2,1,Basal,707477,0.4057,34,39.73053648
2185,2,1,Basal,707477,0.5273,18,20.8391427
2186,2,1,Basal,707477,0.4157,32,37.38239946
2187,2,1,Basal,707477,0.5109,11,12.59963802
2188,2,1,Basal,707477,0.4777,23,26.75418062
2189,2,1,Basal,707477,0.4088,33,38.55991702
2190,2,1,Basal,707477,0.5667,15,17.30007094
2191,2,1,Basal,707477,0.0491,1,0.818345995
2192,2,1,Basal,707477,0.4927,22,25.57337202
2193,2,1,Basal,707477,0.3479,7,7.872400594
2194,2,1,Basal,707477,0.3055,6,6.700709507
2195,2,1,Basal,707477,0.4203,31,36.20545465
2196,2,1,Basal,707477,0.5691,16,18.48151927
2197,2,1,Basal,707477,0.0882,2,1.989334139
2198,2,1,Basal,707477,0.1921,3,3.163098093
2199,2,1,Basal,707477,0.4056,36,42.12825455
2200,2,1,Basal,707477,0.4641,24,27.93135789
2201,2,1,Basal,707477,0.4319,28,32.6455985
2202,2,1,Basal,707477,0.4029,35,40.91908171
2203,2,1,Basal,707477,0.3977,37,43.31024341
2204,2,1,Basal,707477,0.5149,19,22.03954596
2205,2,1,Basal,707477,0.4396,27,31.46922902
2206,2,1,Basal,707477,0.5551,17,19.66697284
2207,2,1,Basal,707477,0.5575,14,16.12348108
2208,2,1,Basal,707477,0.434,29,33.82758272
2209,2,1,Basal,707477,0.4254,30,35.01528064
2210,2,1,Basal,707477,0.2439,4,4.340494306
2211,2,1,Basal,707477,0.3873,41,48.01650852
2212,2,1,Basal,707477,0.5558,13,14.94299352
2213,2,1,Basal,707477,0.3896,8,9.045350572
2214,2,1,Basal,707477,0.3951,38,44.49959564
2215,2,1,Basal,ECOR72,0.5493,12,13.77251015
2216,2,1,Basal,ECOR72,0.6074,21,24.39680584
2217,2,1,Basal,ECOR72,0.6382,17,19.66720178
2218,2,1,Basal,ECOR72,0.5665,34,39.73076528
2219,2,1,Basal,ECOR72,0.576,30,35.01550939
2220,2,1,Basal,ECOR72,0.5916,25,29.11581641
2221,2,1,Basal,ECOR72,0.2799,6,6.700938216
2222,2,1,Basal,ECOR72,0.5519,41,48.01673741
2223,2,1,Basal,ECOR72,0.5865,26,30.29683963
2224,2,1,Basal,ECOR72,0.6228,15,17.30029965
2225,2,1,Basal,ECOR72,0.2443,4,4.34072306
2226,2,1,Basal,ECOR72,0.6088,20,23.2234457
2227,2,1,Basal,ECOR72,0.5536,39,45.68301705
2228,2,1,Basal,ECOR72,0.4248,9,10.22322738
2229,2,1,Basal,ECOR72,0.6012,22,25.57360077
2230,2,1,Basal,ECOR72,0.6167,14,16.12370992
2231,2,1,Basal,ECOR72,0.5781,29,33.82781152
2232,2,1,Basal,ECOR72,0.3203,7,7.872629303
2233,2,1,Basal,ECOR72,0.6017,23,26.75440938
2234,2,1,Basal,ECOR72,0.4717,10,11.41121788
2235,2,1,Basal,ECOR72,0.5722,33,38.560146
2236,2,1,Basal,ECOR72,0.5757,13,14.94322223
2237,2,1,Basal,ECOR72,0.575,31,36.20568345
2238,2,1,Basal,ECOR72,0.123,3,3.163326803
2239,2,1,Basal,ECOR72,0.6439,16,18.48174798
2240,2,1,Basal,ECOR72,0.2564,5,5.523852119
2241,2,1,Basal,ECOR72,0.5641,35,40.91931051
2242,2,1,Basal,ECOR72,0.5715,32,37.38262826
2243,2,1,Basal,ECOR72,0.5941,24,27.93158669
2244,2,1,Basal,ECOR72,0.0551,2,1.989562894
2245,2,1,Basal,ECOR72,0.6109,18,20.83937145
2246,2,1,Basal,ECOR72,0.5617,36,42.12848358
2247,2,1,Basal,ECOR72,0.0429,1,0.818574704
2248,2,1,Basal,ECOR72,0.6087,19,22.03977489
2249,2,1,Basal,ECOR72,0.5796,28,32.64582726
2250,2,1,Basal,ECOR72,0.5567,38,44.49982444
2251,2,1,Basal,ECOR72,0.5843,27,31.46945782
2252,2,1,Basal,ECOR72,0.5506,40,46.84898434
2253,2,1,Basal,ECOR72,0.5177,11,12.59986682
2254,2,1,Basal,ECOR72,0.5577,37,43.31047221
2255,2,1,Basal,ECOR72,0.3718,8,9.045579281
2256,2,1,Basal,707404,0.6297,17,19.66743072
2257,2,1,Basal,707404,0.5918,39,45.68324585
2258,2,1,Basal,707404,0.0555,1,0.818803413
2259,2,1,Basal,707404,0.644,22,25.57382953
2260,2,1,Basal,707404,0.5844,41,48.0169663
2261,2,1,Basal,707404,0.3893,7,7.872858012
2262,2,1,Basal,707404,0.5261,10,11.41144663
2263,2,1,Basal,707404,0.6122,33,38.56037498
2264,2,1,Basal,707404,0.5926,38,44.50005324
2265,2,1,Basal,707404,0.6266,16,18.48197669
2266,2,1,Basal,707404,0.6307,20,23.22367445
2267,2,1,Basal,707404,0.6749,26,30.29706838
2268,2,1,Basal,707404,0.6457,30,35.01573815
2269,2,1,Basal,707404,0.5822,12,13.77273885
2270,2,1,Basal,707404,0.6254,18,20.83960021
2271,2,1,Basal,707404,0.6083,13,14.94345094
2272,2,1,Basal,707404,0.6621,28,32.64605601
2273,2,1,Basal,707404,0.597,37,43.31070101
2274,2,1,Basal,707404,0.6223,14,16.12393877
2275,2,1,Basal,707404,0.6222,15,17.30052836
2276,2,1,Basal,707404,0.3374,6,6.701166925
2277,2,1,Basal,707404,0.6626,23,26.75463813
2278,2,1,Basal,707404,0.681,25,29.11604517
2279,2,1,Basal,707404,0.6007,36,42.1287126
2280,2,1,Basal,707404,0.6356,21,24.3970346
2281,2,1,Basal,707404,0.5878,40,46.84921319
2282,2,1,Basal,707404,0.1196,2,1.989791649
2283,2,1,Basal,707404,0.2488,3,3.163555512
2284,2,1,Basal,707404,0.6357,32,37.38285706
2285,2,1,Basal,707404,0.2698,4,4.340951815
2286,2,1,Basal,707404,0.6098,35,40.91953931
2287,2,1,Basal,707404,0.6676,24,27.93181549
2288,2,1,Basal,707404,0.4878,9,10.22345609
2289,2,1,Basal,707404,0.625,19,22.04000383
2290,2,1,Basal,707404,0.5644,11,12.60009562
2291,2,1,Basal,707404,0.6387,31,36.20591225
2292,2,1,Basal,707404,0.6608,29,33.82804032
2293,2,1,Basal,707404,0.4408,8,9.04580799
2294,2,1,Basal,707404,0.6696,27,31.46968662
2295,2,1,Basal,707404,0.2964,5,5.524080828
2296,2,1,Basal,707404,0.6075,34,39.73099408
2297,2,1,Basal,708018,0.2962,7,7.873086721
2298,2,1,Basal,708018,0.6085,17,19.66765965
2299,2,1,Basal,708018,0.046,1,0.819032122
2300,2,1,Basal,708018,0.5416,36,42.12894163
2301,2,1,Basal,708018,0.0581,2,1.990020404
2302,2,1,Basal,708018,0.6336,21,24.39726335
2303,2,1,Basal,708018,0.5325,41,48.0171952
2304,2,1,Basal,708018,0.2668,6,6.701395634
2305,2,1,Basal,708018,0.5257,40,46.84944203
2306,2,1,Basal,708018,0.6121,25,29.11627392
2307,2,1,Basal,708018,0.6217,24,27.93204429
2308,2,1,Basal,708018,0.5912,16,18.4822054
2309,2,1,Basal,708018,0.2376,5,5.524309537
2310,2,1,Basal,708018,0.5833,15,17.30075707
2311,2,1,Basal,708018,0.4268,10,11.41167539
2312,2,1,Basal,708018,0.6286,23,26.75486688
2313,2,1,Basal,708018,0.5291,38,44.50028204
2314,2,1,Basal,708018,0.531,13,14.94367965
2315,2,1,Basal,708018,0.6415,20,23.22390321
2316,2,1,Basal,708018,0.2008,4,4.34118057
2317,2,1,Basal,708018,0.5315,39,45.68347465
2318,2,1,Basal,708018,0.5793,29,33.82826912
2319,2,1,Basal,708018,0.6044,26,30.29729714
2320,2,1,Basal,708018,0.5455,35,40.91976811
2321,2,1,Basal,708018,0.5562,14,16.12416762
2322,2,1,Basal,708018,0.5054,12,13.77296756
2323,2,1,Basal,708018,0.5994,28,32.64628477
2324,2,1,Basal,708018,0.5486,34,39.73122288
2325,2,1,Basal,708018,0.5561,32,37.38308586
2326,2,1,Basal,708018,0.5497,33,38.56060396
2327,2,1,Basal,708018,0.4673,11,12.60032442
2328,2,1,Basal,708018,0.6245,19,22.04023277
2329,2,1,Basal,708018,0.573,30,35.0159669
2330,2,1,Basal,708018,0.6263,22,25.57405828
2331,2,1,Basal,708018,0.6238,18,20.83982896
2332,2,1,Basal,708018,0.5658,31,36.20614105
2333,2,1,Basal,708018,0.3926,9,10.2236848
2334,2,1,Basal,708018,0.5896,27,31.46991542
2335,2,1,Basal,708018,0.5397,37,43.31092981
2336,2,1,Basal,708018,0.3451,8,9.0460367
2337,2,1,Basal,708018,0.1203,3,3.163784221
2338,2,1,Basal,ECOR33,0.5685,39,45.68370345
2339,2,1,Basal,ECOR33,0.5436,9,10.22391351
2340,2,1,Basal,ECOR33,0.6701,17,19.66788859
2341,2,1,Basal,ECOR33,0.5832,36,42.12917066
2342,2,1,Basal,ECOR33,0.3908,6,6.701624343
2343,2,1,Basal,ECOR33,0.078,2,1.990249158
2344,2,1,Basal,ECOR33,0.3048,5,5.524538247
2345,2,1,Basal,ECOR33,0.6157,31,36.20636985
2346,2,1,Basal,ECOR33,0.6504,14,16.12439646
2347,2,1,Basal,ECOR33,0.5577,41,48.01742409
2348,2,1,Basal,ECOR33,0.6613,21,24.39749211
2349,2,1,Basal,ECOR33,0.0515,1,0.819260831
2350,2,1,Basal,ECOR33,0.5928,35,40.91999691
2351,2,1,Basal,ECOR33,0.6259,12,13.77319627
2352,2,1,Basal,ECOR33,0.6272,29,33.82849792
2353,2,1,Basal,ECOR33,0.6565,23,26.75509564
2354,2,1,Basal,ECOR33,0.4537,7,7.87331543
2355,2,1,Basal,ECOR33,0.6652,16,18.48243411
2356,2,1,Basal,ECOR33,0.669,20,23.22413196
2357,2,1,Basal,ECOR33,0.5971,34,39.73145168
2358,2,1,Basal,ECOR33,0.6752,19,22.04046171
2359,2,1,Basal,ECOR33,0.6225,30,35.01619566
2360,2,1,Basal,ECOR33,0.5736,38,44.50051084
2361,2,1,Basal,ECOR33,0.646,25,29.11650268
2362,2,1,Basal,ECOR33,0.6406,26,30.29752589
2363,2,1,Basal,ECOR33,0.6493,15,17.30098578
2364,2,1,Basal,ECOR33,0.5623,40,46.84967088
2365,2,1,Basal,ECOR33,0.6517,24,27.93227309
2366,2,1,Basal,ECOR33,0.2657,4,4.341409325
2367,2,1,Basal,ECOR33,0.6312,28,32.64651352
2368,2,1,Basal,ECOR33,0.1578,3,3.16401293
2369,2,1,Basal,ECOR33,0.5815,10,11.41190414
2370,2,1,Basal,ECOR33,0.6098,32,37.38331466
2371,2,1,Basal,ECOR33,0.5798,37,43.31115861
2372,2,1,Basal,ECOR33,0.656,22,25.57428704
2373,2,1,Basal,ECOR33,0.6403,13,14.94390836
2374,2,1,Basal,ECOR33,0.604,33,38.56083295
2375,2,1,Basal,ECOR33,0.6772,18,20.84005772
2376,2,1,Basal,ECOR33,0.5046,8,9.046265409
2377,2,1,Basal,ECOR33,0.6369,27,31.47014422
2378,2,1,Basal,ECOR33,0.6109,11,12.60055322
2420,2,1,Basal,ECOR4,0.5873,26,30.2979834
2421,2,1,Basal,ECOR4,0.5267,22,25.57474455
2422,2,1,Basal,ECOR4,1.1208,41,48.01788187
2423,2,1,Basal,ECOR4,0.9839,33,38.56129091
2424,2,1,Basal,ECOR4,0.6622,30,35.01665317
2425,2,1,Basal,ECOR4,0.4522,17,19.66834646
2426,2,1,Basal,ECOR4,0.2466,9,10.22437093
2427,2,1,Basal,ECOR4,0.139,3,3.164470348
2428,2,1,Basal,ECOR4,0.3213,12,13.77365369
2429,2,1,Basal,ECOR4,0.4998,20,23.22458947
2430,2,1,Basal,ECOR4,0.965,36,42.12962872
2431,2,1,Basal,ECOR4,0.5705,25,29.11696018
2432,2,1,Basal,ECOR4,0.2014,7,7.873772849
2433,2,1,Basal,ECOR4,0.5396,23,26.75555315
2434,2,1,Basal,ECOR4,0.6027,28,32.64697103
2435,2,1,Basal,ECOR4,0.9347,38,44.50096844
2436,2,1,Basal,ECOR4,0.0757,2,1.990706668
2437,2,1,Basal,ECOR4,0.1785,5,5.524995665
2438,2,1,Basal,ECOR4,0.1865,6,6.702081762
2439,2,1,Basal,ECOR4,0.6286,29,33.82895552
2440,2,1,Basal,ECOR4,0.3989,15,17.3014432
2441,2,1,Basal,ECOR4,0.1798,4,4.341866834
2442,2,1,Basal,ECOR4,0.6914,35,40.92045451
2443,2,1,Basal,ECOR4,0.7116,32,37.38377226
2444,2,1,Basal,ECOR4,0.6045,27,31.47060182
2445,2,1,Basal,ECOR4,0.4877,19,22.04091958
2446,2,1,Basal,ECOR4,0.2708,10,11.41236165
2447,2,1,Basal,ECOR4,1.0524,39,45.68416105
2448,2,1,Basal,ECOR4,0.3729,14,16.12485415
2449,2,1,Basal,ECOR4,0.5128,21,24.39794962
2450,2,1,Basal,ECOR4,0.0482,1,0.81971825
2451,2,1,Basal,ECOR4,0.2964,11,12.60101082
2452,2,1,Basal,ECOR4,0.4253,16,18.48289153
2453,2,1,Basal,ECOR4,0.2293,8,9.046722827
2454,2,1,Basal,ECOR4,0.6698,31,36.20682745
2455,2,1,Basal,ECOR4,1.0036,34,39.73190928
2456,2,1,Basal,ECOR4,1.0981,37,43.31161621
2457,2,1,Basal,ECOR4,1.0937,40,46.85012857
2458,2,1,Basal,ECOR4,0.5529,24,27.93273069
2459,2,1,Basal,ECOR4,0.3468,13,14.94436578
2460,2,1,Basal,ECOR4,0.472,18,20.84051522
2461,2,1,Basal,ECOR34,0.5471,20,23.22802079
2462,2,1,Basal,ECOR34,0.5465,22,25.57817587
2463,2,1,Basal,ECOR34,0.5123,16,18.48632216
2464,2,1,Basal,ECOR34,0.5218,17,19.67178052
2465,2,1,Basal,ECOR34,0.5303,30,35.02008449
2466,2,1,Basal,ECOR34,0.322,9,10.22780156
2467,2,1,Basal,ECOR34,0.4768,36,42.13306414
2468,2,1,Basal,ECOR34,0.5031,33,38.56472566
2469,2,1,Basal,ECOR34,0.2142,5,5.528426303
2470,2,1,Basal,ECOR34,0.5412,27,31.47403383
2471,2,1,Basal,ECOR34,0.0609,3,3.167900986
2472,2,1,Basal,ECOR34,0.2552,7,7.877203486
2473,2,1,Basal,ECOR34,0.4467,40,46.85356126
2474,2,1,Basal,ECOR34,0.4881,35,40.92388652
2475,2,1,Basal,ECOR34,0.544,24,27.93616269
2476,2,1,Basal,ECOR34,0.5183,31,36.21025946
2477,2,1,Basal,ECOR34,0.4391,41,48.02131524
2478,2,1,Basal,ECOR34,0.5448,25,29.12039151
2479,2,1,Basal,ECOR34,0.4759,14,16.12828685
2480,2,1,Basal,ECOR34,0.5368,18,20.84394655
2481,2,1,Basal,ECOR34,0.0439,2,1.99413799
2482,2,1,Basal,ECOR34,0.3948,11,12.60444283
2483,2,1,Basal,ECOR34,0.5429,28,32.65040235
2484,2,1,Basal,ECOR34,0.5501,23,26.75898447
2485,2,1,Basal,ECOR34,0.5112,32,37.38720427
2486,2,1,Basal,ECOR34,0.5411,29,33.83238753
2487,2,1,Basal,ECOR34,0.4944,15,17.30487384
2488,2,1,Basal,ECOR34,0.4661,38,44.50440045
2489,2,1,Basal,ECOR34,0.2298,6,6.705512399
2490,2,1,Basal,ECOR34,0.5471,19,22.04435364
2491,2,1,Basal,ECOR34,0.5454,26,30.30141472
2492,2,1,Basal,ECOR34,0.2853,8,9.050153465
2493,2,1,Basal,ECOR34,0.428,12,13.77708433
2494,2,1,Basal,ECOR34,0.4552,39,45.68759306
2495,2,1,Basal,ECOR34,0.1384,4,4.345298156
2496,2,1,Basal,ECOR34,0.4746,37,43.31504822
2497,2,1,Basal,ECOR34,0.495,34,39.73534129
2498,2,1,Basal,ECOR34,0.0421,1,0.823148887
2499,2,1,Basal,ECOR34,0.4543,13,14.94779642
2500,2,1,Basal,ECOR34,0.5464,21,24.40138094
2501,2,1,Basal,ECOR34,0.362,10,11.41579297
2502,2,1,Basal,ECOR36,0.7443,36,42.13100289
2503,2,1,Basal,ECOR36,0.7493,35,40.92182731
2504,2,1,Basal,ECOR36,0.5379,14,16.12622723
2505,2,1,Basal,ECOR36,0.8094,32,37.38514507
2506,2,1,Basal,ECOR36,0.6288,41,48.01925522
2507,2,1,Basal,ECOR36,0.8437,27,31.47197463
2508,2,1,Basal,ECOR36,0.245,4,4.343239363
2509,2,1,Basal,ECOR36,0.287,6,6.703454017
2510,2,1,Basal,ECOR36,0.5983,17,19.66972009
2511,2,1,Basal,ECOR36,0.5808,16,18.48426378
2512,2,1,Basal,ECOR36,0.2262,3,3.165842603
2513,2,1,Basal,ECOR36,0.7985,30,35.01802569
2514,2,1,Basal,ECOR36,0.3794,9,10.22574318
2515,2,1,Basal,ECOR36,0.831,24,27.93410349
2516,2,1,Basal,ECOR36,0.5593,15,17.30281545
2517,2,1,Basal,ECOR36,0.0579,1,0.821090505
2518,2,1,Basal,ECOR36,0.6335,19,22.0422932
2519,2,1,Basal,ECOR36,0.5095,13,14.94573803
2520,2,1,Basal,ECOR36,0.2606,5,5.52636792
2521,2,1,Basal,ECOR36,0.3468,8,9.048095082
2522,2,1,Basal,ECOR36,0.3148,7,7.875145104
2523,2,1,Basal,ECOR36,0.7825,38,44.50234125
2524,2,1,Basal,ECOR36,0.8342,26,30.29935593
2525,2,1,Basal,ECOR36,0.8051,21,24.39932214
2526,2,1,Basal,ECOR36,0.4485,11,12.60238363
2527,2,1,Basal,ECOR36,0.8315,25,29.11833271
2528,2,1,Basal,ECOR36,0.8328,22,25.57611707
2529,2,1,Basal,ECOR36,0.8234,31,36.20820025
2530,2,1,Basal,ECOR36,0.7919,33,38.56266481
2531,2,1,Basal,ECOR36,0.7789,37,43.31298902
2532,2,1,Basal,ECOR36,0.6511,20,23.225962
2533,2,1,Basal,ECOR36,0.7957,34,39.73328208
2534,2,1,Basal,ECOR36,0.8315,28,32.64834356
2535,2,1,Basal,ECOR36,0.6202,18,20.84188775
2536,2,1,Basal,ECOR36,0.7883,40,46.85150165
2537,2,1,Basal,ECOR36,0.8256,29,33.83032833
2538,2,1,Basal,ECOR36,0.1312,2,1.992079197
2539,2,1,Basal,ECOR36,0.8409,23,26.75692568
2540,2,1,Basal,ECOR36,0.7961,39,45.68553385
2541,2,1,Basal,ECOR36,0.485,12,13.77502595
2542,2,1,Basal,ECOR36,0.4154,10,11.41373418
2543,2,1,Basal,ECOR7,0.5815,29,33.83009953
2544,2,1,Basal,ECOR7,0.5057,11,12.60215482
2545,2,1,Basal,ECOR7,0.5796,31,36.20797145
2546,2,1,Basal,ECOR7,0.3898,8,9.047866373
2547,2,1,Basal,ECOR7,0.5535,13,14.94550932
2548,2,1,Basal,ECOR7,0.5969,22,25.57588832
2549,2,1,Basal,ECOR7,0.1935,3,3.165613894
2550,2,1,Basal,ECOR7,0.5907,19,22.04206427
2551,2,1,Basal,ECOR7,0.5817,16,18.48403507
2552,2,1,Basal,ECOR7,0.5637,38,44.50211245
2553,2,1,Basal,ECOR7,0.536,12,13.77479724
2554,2,1,Basal,ECOR7,0.5961,24,27.93387469
2555,2,1,Basal,ECOR7,0.5728,36,42.13077386
2556,2,1,Basal,ECOR7,0.5896,17,19.66949115
2557,2,1,Basal,ECOR7,0.5676,35,40.92159851
2558,2,1,Basal,ECOR7,0.5891,26,30.29912718
2559,2,1,Basal,ECOR7,0.5828,28,32.6481148
2560,2,1,Basal,ECOR7,0.5935,20,23.22573324
2561,2,1,Basal,ECOR7,0.5994,21,24.39909339
2562,2,1,Basal,ECOR7,0.4802,10,11.41350543
2563,2,1,Basal,ECOR7,0.0907,2,1.991850442
2564,2,1,Basal,ECOR7,0.5684,37,43.31276022
2565,2,1,Basal,ECOR7,0.2992,6,6.703225307
2566,2,1,Basal,ECOR7,0.5722,14,16.12599838
2567,2,1,Basal,ECOR7,0.5868,27,31.47174583
2568,2,1,Basal,ECOR7,0.5883,18,20.841659
2569,2,1,Basal,ECOR7,0.5713,33,38.56243583
2570,2,1,Basal,ECOR7,0.579,15,17.30258674
2571,2,1,Basal,ECOR7,0.5599,41,48.01902633
2572,2,1,Basal,ECOR7,0.565,40,46.8512728
2573,2,1,Basal,ECOR7,0.0491,1,0.820861796
2574,2,1,Basal,ECOR7,0.5819,30,35.01779694
2575,2,1,Basal,ECOR7,0.5944,25,29.11810396
2576,2,1,Basal,ECOR7,0.5761,32,37.38491627
2577,2,1,Basal,ECOR7,0.5631,34,39.73305328
2578,2,1,Basal,ECOR7,0.4344,9,10.22551447
2579,2,1,Basal,ECOR7,0.3443,7,7.874916395
2580,2,1,Basal,ECOR7,0.2291,4,4.343010608
2581,2,1,Basal,ECOR7,0.5673,39,45.68530505
2582,2,1,Basal,ECOR7,0.6063,23,26.75669692
2583,2,1,Basal,ECOR7,0.2572,5,5.526139211
2584,2,1,Basal,ECOR25,0.5813,28,32.6501736
2585,2,1,Basal,ECOR25,0.5298,41,48.02108635
2586,2,1,Basal,ECOR25,0.5744,30,35.01985573
2587,2,1,Basal,ECOR25,0.5901,25,29.12016275
2588,2,1,Basal,ECOR25,0.5737,31,36.21003066
2589,2,1,Basal,ECOR25,0.5861,26,30.30118597
2590,2,1,Basal,ECOR25,0.547,37,43.31481942
2591,2,1,Basal,ECOR25,0.5974,23,26.75875572
2592,2,1,Basal,ECOR25,0.6139,14,16.128058
2593,2,1,Basal,ECOR25,0.045,2,1.993909235
2594,2,1,Basal,ECOR25,0.6212,17,19.67155159
2595,2,1,Basal,ECOR25,0.043,1,0.822920178
2596,2,1,Basal,ECOR25,0.5628,12,13.77685562
2597,2,1,Basal,ECOR25,0.6091,20,23.22779204
2598,2,1,Basal,ECOR25,0.5284,11,12.60421403
2599,2,1,Basal,ECOR25,0.5427,38,44.50417165
2600,2,1,Basal,ECOR25,0.5348,40,46.85333241
2601,2,1,Basal,ECOR25,0.3669,8,9.049924756
2602,2,1,Basal,ECOR25,0.5563,35,40.92365772
2603,2,1,Basal,ECOR25,0.5837,27,31.47380503
2604,2,1,Basal,ECOR25,0.5382,39,45.68736426
2605,2,1,Basal,ECOR25,0.5599,34,39.73511249
2606,2,1,Basal,ECOR25,0.2966,7,7.876974777
2607,2,1,Basal,ECOR25,0.5671,32,37.38697547
2608,2,1,Basal,ECOR25,0.6018,22,25.57794711
2609,2,1,Basal,ECOR25,0.0626,3,3.167672277
2610,2,1,Basal,ECOR25,0.1248,4,4.345069401
2611,2,1,Basal,ECOR25,0.552,36,42.13283512
2612,2,1,Basal,ECOR25,0.6185,19,22.0441247
2613,2,1,Basal,ECOR25,0.5635,33,38.56449667
2614,2,1,Basal,ECOR25,0.592,13,14.94756771
2615,2,1,Basal,ECOR25,0.4942,10,11.41556422
2616,2,1,Basal,ECOR25,0.5781,29,33.83215873
2617,2,1,Basal,ECOR25,0.6189,16,18.48609345
2618,2,1,Basal,ECOR25,0.2043,5,5.528197593
2619,2,1,Basal,ECOR25,0.6353,15,17.30464513
2620,2,1,Basal,ECOR25,0.595,24,27.93593389
2621,2,1,Basal,ECOR25,0.2395,6,6.70528369
2622,2,1,Basal,ECOR25,0.6073,21,24.40115218
2623,2,1,Basal,ECOR25,0.6388,18,20.84371779
2624,2,1,Basal,ECOR25,0.4304,9,10.22757285
2625,2,1,Basal,ECOR48,0.6396,27,31.47357623
2626,2,1,Basal,ECOR48,0.4971,9,10.22734414
2627,2,1,Basal,ECOR48,0.0443,1,0.822691469
2628,2,1,Basal,ECOR48,0.0568,2,1.99368048
2629,2,1,Basal,ECOR48,0.5734,34,39.73488369
2630,2,1,Basal,ECOR48,0.5227,40,46.85310357
2631,2,1,Basal,ECOR48,0.6318,25,29.119934
2632,2,1,Basal,ECOR48,0.5572,36,42.13260609
2633,2,1,Basal,ECOR48,0.5317,39,45.68713546
2634,2,1,Basal,ECOR48,0.6038,19,22.04389576
2635,2,1,Basal,ECOR48,0.5485,37,43.31459062
2636,2,1,Basal,ECOR48,0.5441,10,11.41533546
2637,2,1,Basal,ECOR48,0.5133,41,48.02085746
2638,2,1,Basal,ECOR48,0.6292,24,27.93570509
2639,2,1,Basal,ECOR48,0.5826,33,38.56426769
2640,2,1,Basal,ECOR48,0.6037,31,36.20980186
2641,2,1,Basal,ECOR48,0.5995,18,20.84348904
2642,2,1,Basal,ECOR48,0.61,20,23.22756328
2643,2,1,Basal,ECOR48,0.5921,15,17.30441642
2644,2,1,Basal,ECOR48,0.6136,30,35.01962698
2645,2,1,Basal,ECOR48,0.5764,12,13.77662691
2646,2,1,Basal,ECOR48,0.5397,38,44.50394285
2647,2,1,Basal,ECOR48,0.5884,14,16.12782915
2648,2,1,Basal,ECOR48,0.4271,8,9.049696046
2649,2,1,Basal,ECOR48,0.2808,6,6.705054981
2650,2,1,Basal,ECOR48,0.5651,35,40.92342891
2651,2,1,Basal,ECOR48,0.5682,11,12.60398523
2652,2,1,Basal,ECOR48,0.3491,7,7.876746068
2653,2,1,Basal,ECOR48,0.612,21,24.40092343
2654,2,1,Basal,ECOR48,0.6173,22,25.57771836
2655,2,1,Basal,ECOR48,0.5936,17,19.67132265
2656,2,1,Basal,ECOR48,0.59,32,37.38674667
2657,2,1,Basal,ECOR48,0.1985,4,4.344840647
2658,2,1,Basal,ECOR48,0.6254,23,26.75852696
2659,2,1,Basal,ECOR48,0.6313,28,32.64994484
2660,2,1,Basal,ECOR48,0.6368,26,30.30095721
2661,2,1,Basal,ECOR48,0.1174,3,3.167443568
2662,2,1,Basal,ECOR48,0.5938,16,18.48586474
2663,2,1,Basal,ECOR48,0.2332,5,5.527968884
2664,2,1,Basal,ECOR48,0.625,29,33.83192993
2665,2,1,Basal,ECOR48,0.5829,13,14.947339
2666,2,1,Basal,ESBL17,0.6595,24,27.93547629
2667,2,1,Basal,ESBL17,0.4402,8,9.049467337
2668,2,1,Basal,ESBL17,0.6756,25,29.11970524
2669,2,1,Basal,ESBL17,0.6752,21,24.40069467
2670,2,1,Basal,ESBL17,0.6529,18,20.84326028
2671,2,1,Basal,ESBL17,0.6768,27,31.47334743
2672,2,1,Basal,ESBL17,0.6348,32,37.38651787
2673,2,1,Basal,ESBL17,0.6357,16,18.48563604
2674,2,1,Basal,ESBL17,0.6473,17,19.67109371
2675,2,1,Basal,ESBL17,0.0535,1,0.82246276
2676,2,1,Basal,ESBL17,0.6221,35,40.92320011
2677,2,1,Basal,ESBL17,0.6836,20,23.22733453
2678,2,1,Basal,ESBL17,0.3694,6,6.704826272
2679,2,1,Basal,ESBL17,0.5525,12,13.7763982
2680,2,1,Basal,ESBL17,0.6061,39,45.68690666
2681,2,1,Basal,ESBL17,0.319,5,5.527740175
2682,2,1,Basal,ESBL17,0.4704,9,10.22711544
2683,2,1,Basal,ESBL17,0.6635,29,33.83170113
2684,2,1,Basal,ESBL17,0.6197,34,39.73465489
2685,2,1,Basal,ESBL17,0.6743,19,22.04366683
2686,2,1,Basal,ESBL17,0.5998,41,48.02062857
2687,2,1,Basal,ESBL17,0.5925,14,16.12760031
2688,2,1,Basal,ESBL17,0.6806,22,25.5774896
2689,2,1,Basal,ESBL17,0.2746,4,4.344611892
2690,2,1,Basal,ESBL17,0.6336,30,35.01939822
2691,2,1,Basal,ESBL17,0.4087,7,7.876517359
2692,2,1,Basal,ESBL17,0.2086,3,3.167214858
2693,2,1,Basal,ESBL17,0.621,33,38.56403871
2694,2,1,Basal,ESBL17,0.6594,28,32.64971609
2695,2,1,Basal,ESBL17,0.5712,13,14.94711029
2696,2,1,Basal,ESBL17,0.095,2,1.993451726
2697,2,1,Basal,ESBL17,0.6792,23,26.75829821
2698,2,1,Basal,ESBL17,0.6077,38,44.50371405
2699,2,1,Basal,ESBL17,0.6821,26,30.30072846
2700,2,1,Basal,ESBL17,0.6168,36,42.13237706
2701,2,1,Basal,ESBL17,0.6021,40,46.85287472
