,Master,Sub.plate,Treatment,Strain,OD,Read,Time
32253,1,1,pH,ECOR59,0.5491,33,38.48348851
32254,1,1,pH,ECOR59,0.5679,21,24.32025254
32255,1,1,pH,ECOR59,0.572,23,26.67768552
32256,1,1,pH,ECOR59,0.5235,38,44.42302587
32257,1,1,pH,ECOR59,0.3527,8,8.965328864
32258,1,1,pH,ECOR59,0.5492,15,17.22369079
32259,1,1,pH,ECOR59,0.5563,32,37.30599025
32260,1,1,pH,ECOR59,0.5077,41,47.93994067
32261,1,1,pH,ECOR59,0.5744,30,34.93882176
32262,1,1,pH,ECOR59,0.5339,13,14.86674337
32263,1,1,pH,ECOR59,0.5765,24,27.85485371
32264,1,1,pH,ECOR59,0.5696,22,25.49683359
32265,1,1,pH,ECOR59,0.5615,19,21.96323678
32266,1,1,pH,ECOR59,0.5487,14,16.04718787
32267,1,1,pH,ECOR59,0.5617,31,36.12904982
32268,1,1,pH,ECOR10,0.5063,28,32.56931916
32269,1,1,pH,ECOR10,0.0436,1,0.736968475
32270,1,1,pH,ECOR10,0.1565,4,4.264578962
32271,1,1,pH,ECOR10,0.5123,20,23.14713328
32272,1,1,pH,ECOR10,0.4763,34,39.65436524
32273,1,1,pH,ECOR10,0.4328,8,8.965557573
32274,1,1,pH,ECOR10,0.5025,27,31.38843337
32275,1,1,pH,ECOR10,0.5115,24,27.85508265
32276,1,1,pH,ECOR10,0.5012,29,33.75147603
32277,1,1,pH,ECOR10,0.459,39,45.60655201
32278,1,1,pH,ECOR10,0.5141,25,29.03463741
32279,1,1,pH,ECOR10,0.4826,12,13.69402244
32280,1,1,pH,ECOR10,0.5053,26,30.21665675
32281,1,1,pH,ECOR10,0.5729,9,10.1467235
32282,1,1,pH,ECOR10,0.5156,19,21.96346563
32283,1,1,pH,ECOR10,0.5151,17,19.58629402
32284,1,1,pH,ECOR10,0.5335,10,11.33470818
32285,1,1,pH,ECOR10,0.5035,30,34.93905056
32286,1,1,pH,ECOR10,0.4903,32,37.306219
32287,1,1,pH,ECOR10,0.4679,37,43.23413655
32288,1,1,pH,ECOR10,0.5182,16,18.40559493
32289,1,1,pH,ECOR10,0.4847,33,38.48371727
32290,1,1,pH,ECOR10,0.3872,7,7.796394934
32291,1,1,pH,ECOR10,0.5137,15,17.22391955
32292,1,1,pH,ECOR10,0.4721,36,42.04652405
32293,1,1,pH,ECOR10,0.0494,2,1.913274199
32294,1,1,pH,ECOR10,0.5119,22,25.49706234
32295,1,1,pH,ECOR10,0.4943,31,36.12927862
32296,1,1,pH,ECOR10,0.2219,5,5.446378415
32297,1,1,pH,ECOR10,0.5012,13,14.86697213
32298,1,1,pH,ECOR10,0.4365,41,47.94016965
32299,1,1,pH,ECOR10,0.4788,35,40.84288411
32300,1,1,pH,ECOR10,0.5133,23,26.67791428
32301,1,1,pH,ECOR10,0.6824,21,24.32048134
32302,1,1,pH,ECOR10,0.4988,14,16.04741658
32303,1,1,pH,ECOR10,0.4482,40,46.77256898
32304,1,1,pH,ECOR10,0.5094,11,12.52339266
32305,1,1,pH,ECOR10,0.3109,6,6.624669181
32306,1,1,pH,ECOR10,0.4666,38,44.42325467
32307,1,1,pH,ECOR10,0.5249,18,20.76325769
32308,1,1,pH,ECOR10,0.0733,3,3.087017068
32309,1,1,pH,ESBL15,0.5572,22,25.49477479
32310,1,1,pH,ESBL15,0.5607,25,29.03234987
32311,1,1,pH,ESBL15,0.5486,30,34.93676255
32312,1,1,pH,ESBL15,0.5575,23,26.67562673
32313,1,1,pH,ESBL15,0.5546,21,24.31819334
32314,1,1,pH,ESBL15,0.2125,5,5.444091323
32315,1,1,pH,ESBL15,0.5532,28,32.56703161
32316,1,1,pH,ESBL15,0.5597,26,30.2143692
32317,1,1,pH,ESBL15,0.5276,34,39.65207587
32318,1,1,pH,ESBL15,0.4242,10,11.33242109
32319,1,1,pH,ESBL15,0.0422,2,1.910987107
32320,1,1,pH,ESBL15,0.5146,37,43.23184855
32321,1,1,pH,ESBL15,0.5533,18,20.76097014
32322,1,1,pH,ESBL15,0.5428,31,36.12699062
32323,1,1,pH,ESBL15,0.4969,12,13.69173535
32324,1,1,pH,ESBL15,0.5377,32,37.30393146
32325,1,1,pH,ESBL15,0.2402,6,6.622382089
32326,1,1,pH,ESBL15,0.271,7,7.794107843
32327,1,1,pH,ESBL15,0.0411,1,0.734680928
32328,1,1,pH,ESBL15,0.3685,9,10.14443595
32329,1,1,pH,ESBL15,0.554,29,33.74918802
32330,1,1,pH,ESBL15,0.5552,19,21.96117717
32331,1,1,pH,ESBL15,0.5066,39,45.60426264
32332,1,1,pH,ESBL15,0.5604,24,27.85279327
32333,1,1,pH,ESBL15,0.4926,41,47.93787982
32334,1,1,pH,ESBL15,0.5188,13,14.86468458
32335,1,1,pH,ESBL15,0.5346,33,38.48142972
32336,1,1,pH,ESBL15,0.5352,14,16.04512949
32337,1,1,pH,ESBL15,0.5234,35,40.84059565
32338,1,1,pH,ESBL15,0.5473,16,18.40330738
32339,1,1,pH,ESBL15,0.5413,15,17.221632
32340,1,1,pH,ESBL15,0.055,3,3.084727239
32341,1,1,pH,ESBL15,0.4705,11,12.52110466
32342,1,1,pH,ESBL15,0.1171,4,4.262291414
32343,1,1,pH,ESBL15,0.5532,20,23.14484619
32344,1,1,pH,ESBL15,0.5588,27,31.38614537
32345,1,1,pH,ESBL15,0.3091,8,8.963270481
32346,1,1,pH,ESBL15,0.5088,38,44.42096666
32347,1,1,pH,ESBL15,0.5201,36,42.04423605
32348,1,1,pH,ESBL15,0.5519,17,19.58400419
32349,1,1,pH,ESBL15,0.4969,40,46.7702796
32350,1,1,pH,ECOR6,0.5999,36,42.04446485
32351,1,1,pH,ECOR6,0.6033,24,27.85302221
32352,1,1,pH,ECOR6,0.1711,4,4.262520169
32353,1,1,pH,ECOR6,0.6275,31,36.12721942
32354,1,1,pH,ECOR6,0.6063,25,29.03257862
32355,1,1,pH,ECOR6,0.5844,38,44.42119546
32356,1,1,pH,ECOR6,0.6035,35,40.84082449
32357,1,1,pH,ECOR6,0.603,23,26.67585548
32358,1,1,pH,ECOR6,0.4512,12,13.69196406
32359,1,1,pH,ECOR6,0.5998,21,24.31842214
32360,1,1,pH,ECOR6,0.0908,3,3.084956222
32361,1,1,pH,ECOR6,0.5306,15,17.22186075
32362,1,1,pH,ECOR6,0.5922,37,43.23207735
32363,1,1,pH,ECOR6,0.6094,34,39.65230481
32364,1,1,pH,ECOR6,0.6154,33,38.48165848
32365,1,1,pH,ECOR6,0.5922,19,21.96140601
32366,1,1,pH,ECOR6,0.6225,32,37.30416021
32367,1,1,pH,ECOR6,0.3808,10,11.3326498
32368,1,1,pH,ECOR6,0.5961,20,23.1450749
32369,1,1,pH,ECOR6,0.419,11,12.52133346
32370,1,1,pH,ECOR6,0.0417,1,0.734909682
32371,1,1,pH,ECOR6,0.0493,2,1.911215817
32372,1,1,pH,ECOR6,0.2506,6,6.622610798
32373,1,1,pH,ECOR6,0.6199,30,34.93699135
32374,1,1,pH,ECOR6,0.6213,29,33.74941682
32375,1,1,pH,ECOR6,0.6139,27,31.38637417
32376,1,1,pH,ECOR6,0.6018,22,25.49500355
32377,1,1,pH,ECOR6,0.2203,5,5.444320033
32378,1,1,pH,ECOR6,0.578,39,45.60449157
32379,1,1,pH,ECOR6,0.6132,28,32.56726036
32380,1,1,pH,ECOR6,0.2856,7,7.794336552
32381,1,1,pH,ECOR6,0.4858,13,14.86491333
32382,1,1,pH,ECOR6,0.3441,9,10.1446647
32383,1,1,pH,ECOR6,0.5577,41,47.9381088
32384,1,1,pH,ECOR6,0.5505,16,18.40353614
32385,1,1,pH,ECOR6,0.5681,40,46.77050854
32386,1,1,pH,ECOR6,0.5142,14,16.04535819
32387,1,1,pH,ECOR6,0.6107,26,30.21459795
32388,1,1,pH,ECOR6,0.582,18,20.76119889
32389,1,1,pH,ECOR6,0.315,8,8.96349919
32390,1,1,pH,ECOR6,0.5669,17,19.58423317
32391,1,1,pH,ECOR9,0.3902,7,7.794565261
32392,1,1,pH,ECOR9,0.5065,14,16.0455869
32393,1,1,pH,ECOR9,0.2988,5,5.444548742
32394,1,1,pH,ECOR9,0.526,16,18.40376489
32395,1,1,pH,ECOR9,0.5948,25,29.03280738
32396,1,1,pH,ECOR9,0.4913,12,13.69219277
32397,1,1,pH,ECOR9,0.5149,15,17.22208951
32398,1,1,pH,ECOR9,0.5738,35,40.84105334
32399,1,1,pH,ECOR9,0.4636,10,11.33287851
32400,1,1,pH,ECOR9,0.3496,6,6.622839507
32401,1,1,pH,ECOR9,0.5882,24,27.85325115
32402,1,1,pH,ECOR9,0.5807,22,25.4952323
32403,1,1,pH,ECOR9,0.5872,32,37.30438897
32404,1,1,pH,ECOR9,0.5789,36,42.04469365
32405,1,1,pH,ECOR9,0.4478,9,10.14489346
32406,1,1,pH,ECOR9,0.553,41,47.93833779
32407,1,1,pH,ECOR9,0.258,4,4.262748924
32408,1,1,pH,ECOR9,0.581,23,26.67608424
32409,1,1,pH,ECOR9,0.047,1,0.735138437
32410,1,1,pH,ECOR9,0.5805,34,39.65253374
32411,1,1,pH,ECOR9,0.5739,37,43.23230615
32412,1,1,pH,ECOR9,0.5708,21,24.31865094
32413,1,1,pH,ECOR9,0.5635,39,45.60472051
32414,1,1,pH,ECOR9,0.5939,30,34.93722015
32415,1,1,pH,ECOR9,0.0758,2,1.911444526
32416,1,1,pH,ECOR9,0.5466,18,20.76142765
32417,1,1,pH,ECOR9,0.6002,27,31.38660297
32418,1,1,pH,ECOR9,0.4977,13,14.86514209
32419,1,1,pH,ECOR9,0.5671,40,46.77073748
32420,1,1,pH,ECOR9,0.5919,31,36.12744822
32421,1,1,pH,ECOR9,0.5965,29,33.74964562
32422,1,1,pH,ECOR9,0.5816,33,38.48188723
32423,1,1,pH,ECOR9,0.534,17,19.58446215
32424,1,1,pH,ECOR9,0.5657,20,23.14530361
32425,1,1,pH,ECOR9,0.482,11,12.52156226
32426,1,1,pH,ECOR9,0.1724,3,3.085185205
32427,1,1,pH,ECOR9,0.567,38,44.42142426
32428,1,1,pH,ECOR9,0.6082,26,30.21482671
32429,1,1,pH,ECOR9,0.557,19,21.96163486
32430,1,1,pH,ECOR9,0.4275,8,8.963727899
32431,1,1,pH,ECOR9,0.6015,28,32.56748912
32432,1,1,pH,ECOR13,0.5385,11,12.52179106
32433,1,1,pH,ECOR13,0.5749,35,40.84128219
32434,1,1,pH,ECOR13,0.1683,4,4.262977679
32435,1,1,pH,ECOR13,0.5634,39,45.60494945
32436,1,1,pH,ECOR13,0.593,29,33.74987443
32437,1,1,pH,ECOR13,0.0929,3,3.085414188
32438,1,1,pH,ECOR13,0.5886,31,36.12767702
32439,1,1,pH,ECOR13,0.5547,41,47.93856677
32440,1,1,pH,ECOR13,0.5901,30,34.93744895
32441,1,1,pH,ECOR13,0.4921,13,14.86537084
32442,1,1,pH,ECOR13,0.5942,23,26.67631299
32443,1,1,pH,ECOR13,0.5864,32,37.30461772
32444,1,1,pH,ECOR13,0.5934,25,29.03303613
32445,1,1,pH,ECOR13,0.5434,16,18.40399365
32446,1,1,pH,ECOR13,0.5925,26,30.21505546
32447,1,1,pH,ECOR13,0.5582,40,46.77096641
32448,1,1,pH,ECOR13,0.5103,12,13.69242148
32449,1,1,pH,ECOR13,0.5947,21,24.31887974
32450,1,1,pH,ECOR13,0.5731,36,42.04492245
32451,1,1,pH,ECOR13,0.5835,33,38.48211599
32452,1,1,pH,ECOR13,0.5783,34,39.65276268
32453,1,1,pH,ECOR13,0.0425,1,0.735367192
32454,1,1,pH,ECOR13,0.0518,2,1.911673235
32455,1,1,pH,ECOR13,0.5706,18,20.7616564
32456,1,1,pH,ECOR13,0.5913,27,31.38683177
32457,1,1,pH,ECOR13,0.5833,19,21.96186371
32458,1,1,pH,ECOR13,0.4563,8,8.963956609
32459,1,1,pH,ECOR13,0.2162,5,5.444777451
32460,1,1,pH,ECOR13,0.2705,6,6.623068216
32461,1,1,pH,ECOR13,0.5672,38,44.42165307
32462,1,1,pH,ECOR13,0.3349,7,7.79479397
32463,1,1,pH,ECOR13,0.5908,20,23.14553231
32464,1,1,pH,ECOR13,0.5567,17,19.58469114
32465,1,1,pH,ECOR13,0.5932,24,27.85348009
32466,1,1,pH,ECOR13,0.5899,28,32.56771787
32467,1,1,pH,ECOR13,0.5264,15,17.22231826
32468,1,1,pH,ECOR13,0.5084,14,16.04581561
32469,1,1,pH,ECOR13,0.5066,10,11.33310722
32470,1,1,pH,ECOR13,0.4625,9,10.14512221
32471,1,1,pH,ECOR13,0.57,37,43.23253495
32472,1,1,pH,ECOR13,0.5941,22,25.49546106
32514,1,1,pH,ECOR69,0.278,4,4.263435188
32515,1,1,pH,ECOR69,0.5752,41,47.93902474
32516,1,1,pH,ECOR69,0.598,16,18.40445116
32517,1,1,pH,ECOR69,0.6061,35,40.84173988
32518,1,1,pH,ECOR69,0.5975,37,43.23299255
32519,1,1,pH,ECOR69,0.2591,5,5.445234869
32520,1,1,pH,ECOR69,0.6344,13,14.86582835
32521,1,1,pH,ECOR69,0.044,1,0.735824702
32522,1,1,pH,ECOR69,0.1632,3,3.085872154
32523,1,1,pH,ECOR69,0.6281,25,29.03349364
32524,1,1,pH,ECOR69,0.5704,12,13.69287889
32525,1,1,pH,ECOR69,0.6099,22,25.49591857
32526,1,1,pH,ECOR69,0.4544,9,10.14557972
32527,1,1,pH,ECOR69,0.5341,11,12.52224866
32528,1,1,pH,ECOR69,0.3389,7,7.795251389
32529,1,1,pH,ECOR69,0.6422,26,30.21551297
32530,1,1,pH,ECOR69,0.6041,20,23.14598973
32531,1,1,pH,ECOR69,0.6209,24,27.85393796
32532,1,1,pH,ECOR69,0.6601,30,34.93790655
32533,1,1,pH,ECOR69,0.6081,21,24.31933734
32534,1,1,pH,ECOR69,0.6342,34,39.65322055
32535,1,1,pH,ECOR69,0.6353,33,38.4825735
32536,1,1,pH,ECOR69,0.6748,27,31.38728937
32537,1,1,pH,ECOR69,0.5796,40,46.77142429
32538,1,1,pH,ECOR69,0.6759,29,33.75033203
32539,1,1,pH,ECOR69,0.2871,6,6.623525635
32540,1,1,pH,ECOR69,0.5995,15,17.22277577
32541,1,1,pH,ECOR69,0.6012,36,42.04538005
32542,1,1,pH,ECOR69,0.5999,14,16.04627303
32543,1,1,pH,ECOR69,0.598,38,44.42211067
32544,1,1,pH,ECOR69,0.5916,39,45.60540732
32545,1,1,pH,ECOR69,0.6101,19,21.9623214
32546,1,1,pH,ECOR69,0.062,2,1.912130653
32547,1,1,pH,ECOR69,0.6136,23,26.6767705
32548,1,1,pH,ECOR69,0.6511,32,37.30507523
32549,1,1,pH,ECOR69,0.5136,10,11.33356464
32550,1,1,pH,ECOR69,0.6113,17,19.5851491
32551,1,1,pH,ECOR69,0.6545,31,36.12813462
32552,1,1,pH,ECOR69,0.6739,28,32.56817538
32553,1,1,pH,ECOR69,0.4012,8,8.964414027
32554,1,1,pH,ECOR69,0.6115,18,20.76211391
32555,1,1,pH,ECOR40,0.5769,31,36.12836342
32556,1,1,pH,ECOR40,0.224,4,4.263663943
32557,1,1,pH,ECOR40,0.2967,6,6.623754344
32558,1,1,pH,ECOR40,0.5821,28,32.56840414
32559,1,1,pH,ECOR40,0.6023,18,20.76234267
32560,1,1,pH,ECOR40,0.5502,39,45.60563626
32561,1,1,pH,ECOR40,0.5957,19,21.96255024
32562,1,1,pH,ECOR40,0.5847,21,24.31956614
32563,1,1,pH,ECOR40,0.5317,10,11.33379335
32564,1,1,pH,ECOR40,0.5799,24,27.8541669
32565,1,1,pH,ECOR40,0.5746,32,37.30530399
32566,1,1,pH,ECOR40,0.5933,14,16.04650174
32567,1,1,pH,ECOR40,0.5803,30,34.93813535
32568,1,1,pH,ECOR40,0.5607,35,40.84196872
32569,1,1,pH,ECOR40,0.5825,26,30.21574173
32570,1,1,pH,ECOR40,0.0453,1,0.736053456
32571,1,1,pH,ECOR40,0.5569,37,43.23322135
32572,1,1,pH,ECOR40,0.5809,29,33.75056083
32573,1,1,pH,ECOR40,0.572,12,13.6931076
32574,1,1,pH,ECOR40,0.5928,20,23.14621844
32575,1,1,pH,ECOR40,0.2434,5,5.445463578
32576,1,1,pH,ECOR40,0.5819,25,29.0337224
32577,1,1,pH,ECOR40,0.5718,33,38.48280225
32578,1,1,pH,ECOR40,0.5667,34,39.65344949
32579,1,1,pH,ECOR40,0.4954,9,10.14580848
32580,1,1,pH,ECOR40,0.068,2,1.912359363
32581,1,1,pH,ECOR40,0.1415,3,3.086101137
32582,1,1,pH,ECOR40,0.5569,11,12.52247746
32583,1,1,pH,ECOR40,0.5793,23,26.67699926
32584,1,1,pH,ECOR40,0.5993,16,18.40467991
32585,1,1,pH,ECOR40,0.4452,8,8.964642736
32586,1,1,pH,ECOR40,0.5607,36,42.04560885
32587,1,1,pH,ECOR40,0.5836,13,14.86605711
32588,1,1,pH,ECOR40,0.3762,7,7.795480098
32589,1,1,pH,ECOR40,0.5797,22,25.49614732
32590,1,1,pH,ECOR40,0.5435,41,47.93925372
32591,1,1,pH,ECOR40,0.5457,40,46.77165323
32592,1,1,pH,ECOR40,0.6039,17,19.58537808
32593,1,1,pH,ECOR40,0.5837,27,31.38751817
32594,1,1,pH,ECOR40,0.5526,38,44.42233947
32595,1,1,pH,ECOR40,0.601,15,17.22300453
32596,1,1,pH,ECOR12,0.6288,30,34.93836415
32597,1,1,pH,ECOR12,0.5055,12,13.69333631
32598,1,1,pH,ECOR12,0.6197,25,29.03395115
32599,1,1,pH,ECOR12,0.6097,23,26.67722801
32600,1,1,pH,ECOR12,0.6271,33,38.483031
32601,1,1,pH,ECOR12,0.344,9,10.14603723
32602,1,1,pH,ECOR12,0.5866,16,18.40490867
32603,1,1,pH,ECOR12,0.5785,20,23.14644715
32604,1,1,pH,ECOR12,0.6008,40,46.77188216
32605,1,1,pH,ECOR12,0.6082,39,45.6058652
32606,1,1,pH,ECOR12,0.6299,32,37.30553274
32607,1,1,pH,ECOR12,0.6286,29,33.75078963
32608,1,1,pH,ECOR12,0.613,24,27.85439584
32609,1,1,pH,ECOR12,0.0942,3,3.086330119
32610,1,1,pH,ECOR12,0.2261,5,5.445692288
32611,1,1,pH,ECOR12,0.0437,1,0.736282211
32612,1,1,pH,ECOR12,0.2823,7,7.795708807
32613,1,1,pH,ECOR12,0.2498,6,6.623983053
32614,1,1,pH,ECOR12,0.5599,18,20.76257142
32615,1,1,pH,ECOR12,0.0526,2,1.912588072
32616,1,1,pH,ECOR12,0.18,4,4.263892698
32617,1,1,pH,ECOR12,0.5717,19,21.96277909
32618,1,1,pH,ECOR12,0.4639,11,12.52270626
32619,1,1,pH,ECOR12,0.5117,13,14.86628586
32620,1,1,pH,ECOR12,0.6299,31,36.12859222
32621,1,1,pH,ECOR12,0.6238,26,30.21597048
32622,1,1,pH,ECOR12,0.6264,34,39.65367843
32623,1,1,pH,ECOR12,0.57,17,19.58560707
32624,1,1,pH,ECOR12,0.6289,28,32.56863289
32625,1,1,pH,ECOR12,0.398,10,11.33402205
32626,1,1,pH,ECOR12,0.5918,21,24.31979494
32627,1,1,pH,ECOR12,0.6209,36,42.04583765
32628,1,1,pH,ECOR12,0.6229,35,40.84219757
32629,1,1,pH,ECOR12,0.5553,15,17.22323328
32630,1,1,pH,ECOR12,0.6165,37,43.23345015
32631,1,1,pH,ECOR12,0.31,8,8.964871445
32632,1,1,pH,ECOR12,0.5952,41,47.9394827
32633,1,1,pH,ECOR12,0.6011,22,25.49637608
32634,1,1,pH,ECOR12,0.5211,14,16.04673045
32635,1,1,pH,ECOR12,0.6126,38,44.42256827
32636,1,1,pH,ECOR12,0.6274,27,31.38774697
32637,1,1,pH,ECOR65,0.5865,16,18.40833999
32638,1,1,pH,ECOR65,0.5979,12,13.69676695
32639,1,1,pH,ECOR65,0.1429,4,4.26732402
32640,1,1,pH,ECOR65,0.5854,14,16.05016109
32641,1,1,pH,ECOR65,0.5122,26,30.2194018
32642,1,1,pH,ECOR65,0.546,20,23.14987779
32643,1,1,pH,ECOR65,0.5352,22,25.4998074
32644,1,1,pH,ECOR65,0.5432,21,24.32322694
32645,1,1,pH,ECOR65,0.5301,10,11.33745269
32646,1,1,pH,ECOR65,0.2489,6,6.627413691
32647,1,1,pH,ECOR65,0.2115,5,5.449122925
32648,1,1,pH,ECOR65,0.4669,9,10.14946855
32649,1,1,pH,ECOR65,0.5654,17,19.58904181
32650,1,1,pH,ECOR65,0.4495,35,40.84563026
32651,1,1,pH,ECOR65,0.0438,2,1.916018709
32652,1,1,pH,ECOR65,0.4749,31,36.13202422
32653,1,1,pH,ECOR65,0.4193,39,45.60929926
32654,1,1,pH,ECOR65,0.4714,32,37.30896406
32655,1,1,pH,ECOR65,0.5186,25,29.03738247
32656,1,1,pH,ECOR65,0.4619,33,38.48646233
32657,1,1,pH,ECOR65,0.4064,41,47.94291744
32658,1,1,pH,ECOR65,0.4569,34,39.65711249
32659,1,1,pH,ECOR65,0.3054,7,7.799139444
32660,1,1,pH,ECOR65,0.4283,38,44.42600027
32661,1,1,pH,ECOR65,0.5559,18,20.76600274
32662,1,1,pH,ECOR65,0.623,13,14.86971718
32663,1,1,pH,ECOR65,0.5251,24,27.85782989
32664,1,1,pH,ECOR65,0.5311,23,26.68065933
32665,1,1,pH,ECOR65,0.0411,1,0.739713533
32666,1,1,pH,ECOR65,0.4341,37,43.23688216
32667,1,1,pH,ECOR65,0.4976,28,32.57206421
32668,1,1,pH,ECOR65,0.4833,30,34.94179616
32669,1,1,pH,ECOR65,0.4914,29,33.75422163
32670,1,1,pH,ECOR65,0.412,40,46.77531622
32671,1,1,pH,ECOR65,0.5876,15,17.2266646
32672,1,1,pH,ECOR65,0.5523,19,21.96621178
32673,1,1,pH,ECOR65,0.3771,8,8.968302083
32674,1,1,pH,ECOR65,0.4417,36,42.04926965
32675,1,1,pH,ECOR65,0.0668,3,3.089764862
32676,1,1,pH,ECOR65,0.5854,11,12.52613826
32677,1,1,pH,ECOR65,0.5055,27,31.39117898
32678,1,1,pH,ECOR2,0.5735,31,36.12996502
32679,1,1,pH,ECOR2,0.5798,41,47.9408566
32680,1,1,pH,ECOR2,0.5775,30,34.93973696
32681,1,1,pH,ECOR2,0.5684,40,46.77325579
32682,1,1,pH,ECOR2,0.0515,2,1.913960327
32683,1,1,pH,ECOR2,0.0435,1,0.73765474
32684,1,1,pH,ECOR2,0.565,39,45.60723882
32685,1,1,pH,ECOR2,0.5822,18,20.76394395
32686,1,1,pH,ECOR2,0.109,3,3.087704017
32687,1,1,pH,ECOR2,0.513,11,12.52407906
32688,1,1,pH,ECOR2,0.5671,37,43.23482295
32689,1,1,pH,ECOR2,0.1978,4,4.265265227
32690,1,1,pH,ECOR2,0.5956,19,21.96415217
32691,1,1,pH,ECOR2,0.463,10,11.33539431
32692,1,1,pH,ECOR2,0.5788,27,31.38911978
32693,1,1,pH,ECOR2,0.7451,16,18.40628119
32694,1,1,pH,ECOR2,0.5684,35,40.84357065
32695,1,1,pH,ECOR2,0.571,32,37.30690527
32696,1,1,pH,ECOR2,0.3878,9,10.14740976
32697,1,1,pH,ECOR2,0.3235,8,8.9662437
32698,1,1,pH,ECOR2,0.5653,38,44.42394107
32699,1,1,pH,ECOR2,0.5923,12,13.69470857
32700,1,1,pH,ECOR2,0.2865,7,7.797081062
32701,1,1,pH,ECOR2,0.6348,20,23.14781941
32702,1,1,pH,ECOR2,0.2341,5,5.447064543
32703,1,1,pH,ECOR2,0.5774,29,33.75216243
32704,1,1,pH,ECOR2,0.6682,17,19.58698096
32705,1,1,pH,ECOR2,0.5794,28,32.57000542
32706,1,1,pH,ECOR2,0.5713,36,42.04721045
32707,1,1,pH,ECOR2,0.5685,34,39.65505205
32708,1,1,pH,ECOR2,0.6767,14,16.0481027
32709,1,1,pH,ECOR2,0.576,22,25.4977486
32710,1,1,pH,ECOR2,0.6916,15,17.22460581
32711,1,1,pH,ECOR2,0.5798,25,29.03532368
32712,1,1,pH,ECOR2,0.5924,21,24.32116774
32713,1,1,pH,ECOR2,0.6532,13,14.86765839
32714,1,1,pH,ECOR2,0.5708,33,38.48440353
32715,1,1,pH,ECOR2,0.5814,23,26.67860054
32716,1,1,pH,ECOR2,0.5778,26,30.21734301
32717,1,1,pH,ECOR2,0.254,6,6.625355308
32718,1,1,pH,ECOR2,0.5813,24,27.85576946
32719,1,1,pH,ECOR39,0.5588,28,32.56977667
32720,1,1,pH,ECOR39,0.5714,19,21.96392332
32721,1,1,pH,ECOR39,0.5268,36,42.04698165
32722,1,1,pH,ECOR39,0.5246,37,43.23459415
32723,1,1,pH,ECOR39,0.4459,8,8.966014991
32724,1,1,pH,ECOR39,0.5478,30,34.93950816
32725,1,1,pH,ECOR39,0.5772,18,20.7637152
32726,1,1,pH,ECOR39,0.5556,29,33.75193363
32727,1,1,pH,ECOR39,0.5631,27,31.38889098
32728,1,1,pH,ECOR39,0.5176,40,46.77302685
32729,1,1,pH,ECOR39,0.0415,1,0.737425985
32730,1,1,pH,ECOR39,0.0809,3,3.087475034
32731,1,1,pH,ECOR39,0.5356,11,12.52385026
32732,1,1,pH,ECOR39,0.5602,13,14.86742964
32733,1,1,pH,ECOR39,0.5479,12,13.69447986
32734,1,1,pH,ECOR39,0.2145,5,5.446835833
32735,1,1,pH,ECOR39,0.4869,9,10.147181
32736,1,1,pH,ECOR39,0.5289,35,40.8433418
32737,1,1,pH,ECOR39,0.0462,2,1.913731618
32738,1,1,pH,ECOR39,0.2799,6,6.625126599
32739,1,1,pH,ECOR39,0.5648,25,29.03509492
32740,1,1,pH,ECOR39,0.1525,4,4.265036472
32741,1,1,pH,ECOR39,0.5813,15,17.22437706
32742,1,1,pH,ECOR39,0.5779,16,18.40605244
32743,1,1,pH,ECOR39,0.5656,23,26.67837179
32744,1,1,pH,ECOR39,0.5649,26,30.21711426
32745,1,1,pH,ECOR39,0.5195,38,44.42371227
32746,1,1,pH,ECOR39,0.5648,21,24.32093894
32747,1,1,pH,ECOR39,0.575,17,19.58675198
32748,1,1,pH,ECOR39,0.5129,10,11.3351656
32749,1,1,pH,ECOR39,0.5472,31,36.12973622
32750,1,1,pH,ECOR39,0.54,33,38.48417478
32751,1,1,pH,ECOR39,0.514,41,47.94062762
32752,1,1,pH,ECOR39,0.3762,7,7.796852353
32753,1,1,pH,ECOR39,0.5646,22,25.49751985
32754,1,1,pH,ECOR39,0.5177,39,45.60700988
32755,1,1,pH,ECOR39,0.5443,32,37.30667651
32756,1,1,pH,ECOR39,0.5715,14,16.047874
32757,1,1,pH,ECOR39,0.5327,34,39.65482311
32758,1,1,pH,ECOR39,0.5683,20,23.1475907
32759,1,1,pH,ECOR39,0.5643,24,27.85554052
32760,1,1,pH,ECOR4,0.6237,27,31.39095018
32761,1,1,pH,ECOR4,0.6426,31,36.13179542
32762,1,1,pH,ECOR4,0.369,13,14.86948843
32763,1,1,pH,ECOR4,0.5692,23,26.68043058
32764,1,1,pH,ECOR4,0.0416,1,0.739484778
32765,1,1,pH,ECOR4,0.2565,9,10.1492398
32766,1,1,pH,ECOR4,0.3046,11,12.52590946
32767,1,1,pH,ECOR4,0.5289,20,23.14964908
32768,1,1,pH,ECOR4,0.5553,22,25.49957864
32769,1,1,pH,ECOR4,0.6126,26,30.21917305
32770,1,1,pH,ECOR4,0.225,7,7.798910735
32771,1,1,pH,ECOR4,0.6462,34,39.65688355
32772,1,1,pH,ECOR4,0.4531,16,18.40811123
32773,1,1,pH,ECOR4,0.2815,10,11.33722398
32774,1,1,pH,ECOR4,0.4742,17,19.58881283
32775,1,1,pH,ECOR4,0.0453,2,1.91579
32776,1,1,pH,ECOR4,0.5007,18,20.76577399
